id,url,time,text,replies,retweets,likes,views,media,has_quote
1878736187881582636,https://x.com/xenocosmography/status/1878736187881582636,2025-01-13 09:29:47,Anglos are incapable of it without mutating into something else.,2,0,23,1136,,false
1878738834332193044,https://x.com/xenocosmography/status/1878738834332193044,2025-01-13 09:40:18,"... That's to say, WN isn't race-realist enough.",1,0,19,952,,false
1878760935751598206,https://x.com/xenocosmography/status/1878760935751598206,2025-01-13 11:08:07,"Great things are happening and all the worst people are mad about it. <a href=""http://www.washingtonexaminer.com/in_focus/3281798/reversing-long-march-through-the-institutions/"">washingtonexaminer.com/in_fo…</a>",7,14,149,6324,,false
1878763681355649117,https://x.com/xenocosmography/status/1878763681355649117,2025-01-13 11:19:02,I don't have one.,0,0,4,266,,false
1878765649230721091,https://x.com/xenocosmography/status/1878765649230721091,2025-01-13 11:26:51,X posts.,0,1,12,640,,false
1878850126648946834,https://x.com/xenocosmography/status/1878850126648946834,2025-01-13 17:02:32,"For Fuck's Sake Brendan You Gotta Stop! -- 666 AQ
Now you've dragged me down to your level of qabbalistic degeneracy.",1,0,3,316,,false
1878850827747749934,https://x.com/xenocosmography/status/1878850827747749934,2025-01-13 17:05:19,"It's below Elon to do this, but he despises the right people.",3,7,148,7619,,true
