id,url,time,text,replies,retweets,likes,views,media,has_quote
1992033508915814431,https://x.com/tszzl/status/1992033508915814431,2025-11-22 00:52:53,I said “ai culture”. not AI devtools. I may not even be in the top million for that,5,0,25,2286,,false
1992038566806032558,https://x.com/tszzl/status/1992038566806032558,2025-11-22 01:12:59,"wdym exactly by writing quality, like for specifically writing requests or just the format of your outputs",2,0,6,1144,,false
1992047166471508133,https://x.com/tszzl/status/1992047166471508133,2025-11-22 01:47:09,seems the median person would much rather a machine disempower them or “take their job” than a person of the wrong race or on the wrong side of a class struggle,126,12,570,41573,,false
1992048123301257221,https://x.com/tszzl/status/1992048123301257221,2025-11-22 01:50:57,“lunatic conservative kelsey tuoc” the balkanization of the internet is unreal,25,16,709,49468,https://pbs.twimg.com/media/G6UtNksbEAASfR5.jpg,false
1992049016704774355,https://x.com/tszzl/status/1992049016704774355,2025-11-22 01:54:30,"you guys vastly overestimate the commercial relevance of 4o, the usage is tiny. the only reason it’s up is because a vocal group really likes it. try not to issue warnings it looks very unserious",25,0,41,1961,,false
1992067930239185188,https://x.com/tszzl/status/1992067930239185188,2025-11-22 03:09:40,a special pain is when you’re in a fine dining tasting menu place and you have a dawning realization from the first few courses that it’s mid. now you’re stuck in michelin jail for hours,221,120,5454,1433604,,false
1992093588524822605,https://x.com/tszzl/status/1992093588524822605,2025-11-22 04:51:37,haven’t gone to a nice restaurant in at least a year im just reminiscing,1,0,154,33556,,false
1992098049737580761,https://x.com/tszzl/status/1992098049737580761,2025-11-22 05:09:21,damn you’re stone cold,1,0,38,1731,,false
1992098514432917866,https://x.com/tszzl/status/1992098514432917866,2025-11-22 05:11:11,QT dunk: we need to raise the rates,1,0,238,56453,,false
1992100752366678214,https://x.com/tszzl/status/1992100752366678214,2025-11-22 05:20:05,"imo slop is something I don’t like to see even in the moment, something that lacks life-aura and makes my eyes glaze over",9,0,118,9744,,false
1992101471257764226,https://x.com/tszzl/status/1992101471257764226,2025-11-22 05:22:56,in 2026 an endless stream of Waymo’s from SF to LA overnight will be plausible. cozy travels watched over by machines of loving grace. the high speed rail project will have laid about ten feet of track at the cost of fifty billion dollars,171,263,4772,399346,,true
1992124700030533847,https://x.com/tszzl/status/1992124700030533847,2025-11-22 06:55:15,5 hours long should be illegal,6,0,156,24778,,false
1992124773808415060,https://x.com/tszzl/status/1992124773808415060,2025-11-22 06:55:32,Robin is so wonderful. nightbird is totally mid,2,0,41,14377,,false
1992351564653265236,https://x.com/tszzl/status/1992351564653265236,2025-11-22 21:56:43,this is just thermostatic opinion. you can’t remain the market leaders for years without getting a lot of negative press and hate. presidents approval ratings tend to only go down,1,0,6,436,,false
1992374219578146989,https://x.com/tszzl/status/1992374219578146989,2025-11-22 23:26:45,nice,0,0,1,267,,false
