id,url,time,text,replies,retweets,likes,views,media,has_quote
1782674671890030726,https://x.com/LandsharkRides/status/1782674671890030726,2024-04-23 07:35:36,Love you too,0,0,1,150,,false
1782679205005656123,https://x.com/LandsharkRides/status/1782679205005656123,2024-04-23 07:53:37,Men and women who grew up fat and then leaned out into their 20s always have a certain humbleness and friendliness to them. Opposite of the resentment some beautiful people who lost their looks to time harbor. Usually wonderful friends to have.,12,0,508,10947,,false
1782753307598974978,https://x.com/LandsharkRides/status/1782753307598974978,2024-04-23 12:48:05,"Foids drink boxed wine because they are unable to open the cork bottles <a href=""/search?q=%23TruthNuke"">#TruthNuke</a>",6,0,375,9144,,false
1782754191309439356,https://x.com/LandsharkRides/status/1782754191309439356,2024-04-23 12:51:35,None of you know how deep the rabbit hole goes...,11,0,274,5759,https://pbs.twimg.com/media/GL2dfQHXYAAwEy5.jpg,false
1782757913943056727,https://x.com/LandsharkRides/status/1782757913943056727,2024-04-23 13:06:23,😭😭😭😭😭,0,0,2,402,,false
1782757932125302810,https://x.com/LandsharkRides/status/1782757932125302810,2024-04-23 13:06:27,😭😭😭,0,0,14,824,,false
1782762902291677286,https://x.com/LandsharkRides/status/1782762902291677286,2024-04-23 13:26:12,"My apologies if I have posted this one before but a lot of early childhood paranormal experiences seem to involve unusual anomalies in space, e.g. spaces appearing larger than they are supposed to be, climbing something not that tall and seeing everything as if from the sky, etc.",12,0,204,21659,https://pbs.twimg.com/media/GL2laUrWUAAzEZ7.png,false
1782765302847017066,https://x.com/LandsharkRides/status/1782765302847017066,2024-04-23 13:35:45,"I recall a few similar motives, someone remembering swimming deep into the sea far from shore as a child while supposedly never going too deep into the water according to his family, someone climbing a McDonalds type playground slide and seeing everyone like from a rooftop, etc.",2,0,76,3250,,false
1782773474521383029,https://x.com/LandsharkRides/status/1782773474521383029,2024-04-23 14:08:13,"Saw an older gypsy patient with the coolest tattoos of all time. He had like an 80s disco night club speakers with a vinyl record on his wrist and a big Christian cross on his forearm. All done wobbly, obviously by an amateur in someone's basement decades ago or maybe in prison.",2,0,101,5049,,false
1782813567231684970,https://x.com/LandsharkRides/status/1782813567231684970,2024-04-23 16:47:32,"A friend of mine who's very sensitive to drugs/substances tried Haidut's lab rat 10-MeO-Harmalan (Dr. Jean-Bernard Fourtillan's Valentonin hormone) and said he experienced all space as ""larger"" similar to how he did as a child. This type of experience somehow relates to Serotonin",15,0,205,14391,,true
1782815762794614789,https://x.com/LandsharkRides/status/1782815762794614789,2024-04-23 16:56:15,"I guess those sorta out there ideas that the brain somehow filters reality out and is conscious of only what's needed are true, a lot of the qualitative aspect of space seems inacessible in day to day life for most people. Missing 411, David Paulides and negative forest ions etc.",2,0,66,3377,,false
1782817134172582041,https://x.com/LandsharkRides/status/1782817134172582041,2024-04-23 17:01:42,Idealabsdc,0,0,1,278,,false
1782818662497313106,https://x.com/LandsharkRides/status/1782818662497313106,2024-04-23 17:07:46,"To test this we need to send a bunch of German boys to hike deep into Canada's woods and have one group on Ketanserin, one group on Ketotifen, Harmalan, etc. to see which one gets disappeared barefoot the most. Survivors are given Lebensborn harems and riches. Judge Holden style.",2,0,67,2950,,false
1782820727525130291,https://x.com/LandsharkRides/status/1782820727525130291,2024-04-23 17:15:59,Just gooned to this,0,0,14,191,,false
1782821052424270088,https://x.com/LandsharkRides/status/1782821052424270088,2024-04-23 17:17:16,Are u translating to dutch or English,1,0,1,139,,false
1782823932095058072,https://x.com/LandsharkRides/status/1782823932095058072,2024-04-23 17:28:43,"Me and friend were talking about how at semi conductor and computer chip factories the rate of viable chips etc. depends on moon phase, menstrual cycle of female workers operating equipment, no one rly fully knows how it works supposedly, I think a lot of industries are like this",2,0,65,1983,,false
1782827087105061327,https://x.com/LandsharkRides/status/1782827087105061327,2024-04-23 17:41:15,One of funniest things I've read was when everyone was gassing up this twitter software engineer bro and sm1 said  this is the type of guy you're coworkers with for 15 years without talking but if a fire breaks out and you pass out he'll carry you 15 flights of stairs to save you,6,0,487,10740,https://pbs.twimg.com/media/GL3fyZhXEAA_nP4.jpg,false
1782827808080757000,https://x.com/LandsharkRides/status/1782827808080757000,2024-04-23 17:44:07,Really just a very solid trustworthy type of man who will always be there for you. We all know a guy like this. Solid type.,2,0,219,4668,,false
1782830450399908229,https://x.com/LandsharkRides/status/1782830450399908229,2024-04-23 17:54:37,"I really like other people and their virtues. Women who are intelligent and dignified. Bros who are brave, selfless, and reliable. Virtues of temperance and compassion, loyalty and integrity. There are countless types of people and all of them may make good loved ones or friends.",1,0,204,3515,,false
1782831357074280638,https://x.com/LandsharkRides/status/1782831357074280638,2024-04-23 17:58:13,Pretty sure you just told him to start smoking jej,0,0,5,750,,false
1782833722686873946,https://x.com/LandsharkRides/status/1782833722686873946,2024-04-23 18:07:37,It's just something that bears repeating imo,0,0,3,85,,false
1782856941183680623,https://x.com/LandsharkRides/status/1782856941183680623,2024-04-23 19:39:53,Guy who religiously collects Dr. Fauci sayings and emails similarly to Ray Peat newsletters/correspondence,6,0,180,6832,,false
1782857613073404341,https://x.com/LandsharkRides/status/1782857613073404341,2024-04-23 19:42:33,Post it here too,1,0,1,96,,false
1782861163274932548,https://x.com/LandsharkRides/status/1782861163274932548,2024-04-23 19:56:39,"Dr. Fauci health advice iceberg

Surface: 6000 IU D3 email, no processed foods and smoking

Middle: 1 gram of Vitamin C a day, darkcel style power walking at night for exercise

Bottom: Glass of red wine or beer every evening",1,0,70,3990,,false
1782871837333971429,https://x.com/LandsharkRides/status/1782871837333971429,2024-04-23 20:39:04,You've seen the Orthodox saint who talked about seeing a dragon in a Chinese cave right forgot who it was,1,0,3,269,,false
1782873736074465752,https://x.com/LandsharkRides/status/1782873736074465752,2024-04-23 20:46:37,One thing about me is everybody knows I always make a lot of money....,10,0,207,8558,,false
1782874260383342913,https://x.com/LandsharkRides/status/1782874260383342913,2024-04-23 20:48:42,"In older Orthodox folklore dragons appear as mythological creatures more or less but in that 19th/20th century Chinese one iirc he described it as just a regular animal, like an enormous lizard that could fly and was a pest because it ate people's animals",0,0,2,506,,false
1782875471832604811,https://x.com/LandsharkRides/status/1782875471832604811,2024-04-23 20:53:31,Okay this is a lie sorry in 25 years of life I have made like 300 bucks from a literature competition and 200 from illegal construction work,13,0,236,6217,,false
1782876104207818860,https://x.com/LandsharkRides/status/1782876104207818860,2024-04-23 20:56:02,My bros like it because they get to sit in the shadowy part of any outside tavern/pub table where half of it is sunny and other half is covered,1,0,2,101,,false
1782881341027049615,https://x.com/LandsharkRides/status/1782881341027049615,2024-04-23 21:16:50,"No just a day carrying heavy stuff, it's like Bulgarian money though not euro or dollars",1,0,10,466,,false
1782887813165261121,https://x.com/LandsharkRides/status/1782887813165261121,2024-04-23 21:42:33,Just smth ur born with I think,0,0,0,108,,false
1782888610271809744,https://x.com/LandsharkRides/status/1782888610271809744,2024-04-23 21:45:43,"Ur literally acting alpha thats the opposite of what you should do if u want her to break up with you <a href=""/BeachBunnyPUA"" title=""Bunny"">@BeachBunnyPUA</a>",1,0,6,193,,false
1782890150957072491,https://x.com/LandsharkRides/status/1782890150957072491,2024-04-23 21:51:51,Gene Wolfe's cacogens come to mind,0,0,15,848,,false
