id,url,time,text,replies,retweets,likes,views,media,has_quote
1957714374283411655,https://x.com/LandsharkRides/status/1957714374283411655,2025-08-19 08:00:54,Solid,0,0,1,43,,false
1957718678687944747,https://x.com/LandsharkRides/status/1957718678687944747,2025-08-19 08:18:00,,1,0,115,6375,https://pbs.twimg.com/media/Gys2v0TWkAEoC7B.png,true
1957721007168581803,https://x.com/LandsharkRides/status/1957721007168581803,2025-08-19 08:27:15,The subconsciousness invades the mind in the form of symbols and vague images...,2,0,53,2338,,false
1957763003492762048,https://x.com/LandsharkRides/status/1957763003492762048,2025-08-19 11:14:08,One bro at our gym was talking to me about how he was going to the urologist afterwards to get his phimosis treated and my buddy was distraught because he thought it was the same thing as getting a vasectomy and he would be unable to have children afterwards,9,0,311,8039,,false
1957767561619136895,https://x.com/LandsharkRides/status/1957767561619136895,2025-08-19 11:32:14,Real conservatives like MLK are rolling in their graves seeing how fascism infected the left...,7,0,209,7484,,true
1957768284389921158,https://x.com/LandsharkRides/status/1957768284389921158,2025-08-19 11:35:07,💔💔,0,0,56,2534,,false
1957769408916406568,https://x.com/LandsharkRides/status/1957769408916406568,2025-08-19 11:39:35,"The modern left reminds me of Dr. Goebbels' quote: the bigger the lie you tell (wokeness/socialism), the more people will come to eventually believe it...",0,0,65,2417,,false
1957769790937780632,https://x.com/LandsharkRides/status/1957769790937780632,2025-08-19 11:41:06,Wym by non-surgical? Scratching?,2,0,12,470,,false
1957769985641574533,https://x.com/LandsharkRides/status/1957769985641574533,2025-08-19 11:41:52,*****Stretching,1,0,4,95,,false
1957777438491951597,https://x.com/LandsharkRides/status/1957777438491951597,2025-08-19 12:11:29,He won,14,0,475,23602,,true
1957823047638958556,https://x.com/LandsharkRides/status/1957823047638958556,2025-08-19 15:12:43,God is punishing the Americans for retweeting that fake article about gypsies being afraid to rob them in tourist areas in Europe by sending all of the gypsies to the New World. Providence.,11,0,602,19019,,true
