id,url,time,text,replies,retweets,likes,views,media,has_quote
1863372812280295519,https://x.com/coldhealing/status/1863372812280295519,2024-12-02 00:01:12,checking my email on sunday night so i don't have any surprises when i go back into work tomorrow,6,31,1208,40666,https://pbs.twimg.com/media/GdwHscoXkAAmPid.jpg,false
1863375633918652766,https://x.com/coldhealing/status/1863375633918652766,2024-12-02 00:12:25,i think there might be something structural wrong in the dnc structure to allow this sort of malpractice to occur,1,0,13,790,,false
1863378754245931173,https://x.com/coldhealing/status/1863378754245931173,2024-12-02 00:24:49,nicholas j fuentes could have been a very successful slightly bisexual pharmaceutical sales rep but instead he fell down the alt-right pipeline at a young age,4,11,254,22874,,false
1863386586194284699,https://x.com/coldhealing/status/1863386586194284699,2024-12-02 00:55:56,grimes you should listen to lil b's hoop life mixtape i think you'd really like it,3,1,245,22236,,false
1863387369765806443,https://x.com/coldhealing/status/1863387369765806443,2024-12-02 00:59:03,💯,0,0,23,1762,,false
1863424338323451925,https://x.com/coldhealing/status/1863424338323451925,2024-12-02 03:25:57,you are special,0,0,15,752,,false
1863445057522557400,https://x.com/coldhealing/status/1863445057522557400,2024-12-02 04:48:17,"this is where i repost tiktoks from. you don't even need to be high enough level for a private office to experience this, nowadays across industries VPs sneak as many wfh days as they can so you can just walk into their offices and sit there if you want to",2,4,153,12050,,true
1863458026880987423,https://x.com/coldhealing/status/1863458026880987423,2024-12-02 05:39:49,"thinking about when i was 24 years old and a girl unfollowed me on spotify. i sat outside my parents' house in my chrysler convertible listening to ""missing person"" by bladee",5,2,241,10598,https://pbs.twimg.com/media/GdxVMo3XwAAp3EL.jpg,false
1863461046079377873,https://x.com/coldhealing/status/1863461046079377873,2024-12-02 05:51:49,we'll skip beta and go straight to gamma like the way old buildings skip the 13th floor,0,0,16,1401,,false
1863470895303467282,https://x.com/coldhealing/status/1863470895303467282,2024-12-02 06:30:57,it's a fine thing to say to your friends/followers it just always feels a little weird when something in a post like this catches in viral consciousness. not meant to be seen by this many people,0,0,56,1884,,false
1863578549136838775,https://x.com/coldhealing/status/1863578549136838775,2024-12-02 13:38:44,you're welcome,0,0,4,174,,false
1863635571823824935,https://x.com/coldhealing/status/1863635571823824935,2024-12-02 17:25:19,,32,84,1806,115430,https://pbs.twimg.com/media/Gdz2rJQWIAA6Yl3.jpg,false
1863667818543161544,https://x.com/coldhealing/status/1863667818543161544,2024-12-02 19:33:27,happy birthday,0,0,1,164,,false
1863671767237095877,https://x.com/coldhealing/status/1863671767237095877,2024-12-02 19:49:09,the map is not the territory,0,0,43,1674,,false
1863680658796695820,https://x.com/coldhealing/status/1863680658796695820,2024-12-02 20:24:29,i hate to say but the only answer is jd salinger's the catcher in the rye,43,10,705,55483,https://pbs.twimg.com/media/Gd0fri2WAAAfbHH.jpg,true
1863686096657301614,https://x.com/coldhealing/status/1863686096657301614,2024-12-02 20:46:05,we need a right wing vegan egirl,2,1,7,397,,false
1863696875997560906,https://x.com/coldhealing/status/1863696875997560906,2024-12-02 21:28:55,*stats phd unhooking your bra* it's 50/50 either it unhooks or it doesn't,1,0,4,442,,false
1863704756935401556,https://x.com/coldhealing/status/1863704756935401556,2024-12-02 22:00:14,"a few weeks ago i sat in washington square park for a portrait like a minor noble. ty <a href=""/ava071242978105"" title=""ava"">@ava071242978105</a>",6,2,189,13587,https://pbs.twimg.com/media/Gd01Ra8WkAAQedy.jpg;https://pbs.twimg.com/media/Gd01l8yXoAECV7z.jpg,false
1863706251374268805,https://x.com/coldhealing/status/1863706251374268805,2024-12-02 22:06:10,"it's the final painting, no digital work involved. she transferred printed text on to the physical canvas with a technique that she can explain better than i can",0,0,11,541,,false
1863706608875794451,https://x.com/coldhealing/status/1863706608875794451,2024-12-02 22:07:36,have to have sucked one to be allowed to say it,0,1,15,1464,,false
1863710018958155955,https://x.com/coldhealing/status/1863710018958155955,2024-12-02 22:21:09,i guess i was just being humble,0,0,7,539,,false
1863714029358727447,https://x.com/coldhealing/status/1863714029358727447,2024-12-02 22:37:05,whichever you want it to be 💚,0,0,0,488,,false
1863717351973163249,https://x.com/coldhealing/status/1863717351973163249,2024-12-02 22:50:17,hiii,1,0,9,493,,false
1863718652991721521,https://x.com/coldhealing/status/1863718652991721521,2024-12-02 22:55:27,"already i can feel my brain atrophying at work relative to my youth. when i was an intern i never understood why i was so much faster at everything but i totally get it now, it takes 4 hours to write a vlookup if you're 38 and have to go a little league baseball game after",5,5,239,10220,,false
1863721068478759289,https://x.com/coldhealing/status/1863721068478759289,2024-12-02 23:05:03,i can't wait to be 38,0,0,3,458,,false
1863726367168135461,https://x.com/coldhealing/status/1863726367168135461,2024-12-02 23:26:06,,8,3,366,20746,https://pbs.twimg.com/media/Gd1JQGqXgAAYUyb.jpg,false
1863727404461523249,https://x.com/coldhealing/status/1863727404461523249,2024-12-02 23:30:14,"r/RedScarePod has sincerely does it well. if it's going to happen well it has to be decentralized, just let it happen",0,0,1,380,,false
