id,url,time,text,replies,retweets,likes,views,media,has_quote
1454671433330610182,https://x.com/keshinhymns/status/1454671433330610182,2021-10-31 04:47:50,"kumon sucks ass don't put your kids through it 

you're in the bay, RSM is better; community college classes are good too

Intellectual clubs that they're interested in; sci olympia, math olympiad, etc. if possible, but there are many other venues",0,0,2,0,,false
